Puzzle ID,Puzzle String,Backtracking Time,Backtracking Nodes,Backtracking Backtracks,Backtracking Solved,Forward Checking Time,Forward Checking Nodes,Forward Checking Backtracks,Forward Checking Solved,MRV Time,MRV Nodes,MRV Backtracks,MRV Solved
67,040000030800000001002050400900000006705000108000723000000106000096000750000502000,1.6811,16515,16458,0,21.7479,4347,6432,0,0.9126,235,193,0
68,091020000000700900000006042040060500780000064005090080920300000004009000000010290,1.1278,11268,11213,0,13.8822,2868,4181,0,0.7635,182,141,0
69,820607400000300000300000760005060090240080016070030500052000004000009000003206059,0.0188,256,204,0,0.4068,96,79,0,0.1779,52,0,0
70,201060000000079010070502004020100080560000027090007040900705060010980000000040802,0.7125,5927,5876,0,6.8970,1607,2088,0,0.5008,130,87,0
71,010500800050208097308000100090080032000405000840090070007000503980704060002006040,0.0265,300,251,0,0.4842,117,104,0,0.1461,49,0,0
72,401700002000386700060002008053000047070050030240000890600800070004631000800007106,0.0347,314,266,0,0.3931,106,83,0,0.1512,48,0,0
73,000803000070905040809040703005702300007000200400000009054020190320000065000000000,0.1967,1743,1690,0,1.8108,382,535,0,0.2565,67,17,0
74,630800097401300006000001040008107069000080000560409200020900000700006902350008071,0.0270,301,253,0,0.8049,190,188,0,0.1531,48,0,0
75,000089000043000060005030480700805000206000501000102006051090600020000140000320000,0.1799,2003,1950,0,2.7889,604,826,0,0.3353,88,39,0
76,600000003500000004004000900000367000030020010006905800100602008790000046003080700,5.7524,54582,54528,0,47.7976,10110,15752,0,0.1567,54,0,0
77,080213040006000700040000050400000006050629010009070200070000020500000001602305807,0.1074,1062,1010,0,1.7435,380,487,0,0.1684,52,0,0
78,000092000058100070000784020601000540304000609082000307060837000020005790000920000,0.0165,206,157,0,0.4893,121,105,0,0.1602,49,0,0
79,500410900012000003000000708000091040000060000090340000603000000900000560004052007,1.4793,11511,11455,0,6.9162,1397,2223,0,0.1887,56,0,0
80,010000630800070502390500000000832900040905080008746000000003091107090005089000040,0.0237,246,197,0,0.5826,143,133,0,0.2381,72,24,0
81,200000106000216900613008200086020010020453060030060520007100695002574000801000002,0.0346,456,412,0,0.4505,114,110,0,0.1214,44,0,0
82,000025030602870400030400010700000280890000047043000005050007090008054301020980000,0.0150,188,139,0,0.3202,80,54,0,0.1591,49,0,0
83,000010092200003710069002000070009000608000309000300020000200470082400006350060000,0.0180,249,196,0,0.3587,88,63,0,0.1774,53,0,0
84,354067000600005000010003000700000920230000015091000008000600080000500002000870643,0.3165,2779,2726,0,0.7805,174,206,0,0.1776,53,0,0
85,009700400000900006708053000087000003310000095600000720000530107500009000002001900,0.0619,642,589,0,0.8445,182,197,0,0.1831,53,0,0
86,050000008006840010140000000680010005000925000300060071000000054020093600900000030,0.4318,3987,3933,0,3.0374,661,886,0,0.1753,54,0,0
87,081004007020080000030900002000309060800000005060208000900007080000060090600800120,0.5891,5062,5007,0,4.0640,833,1218,0,0.4462,108,64,0
88,300200019592030740080000020000109003030040070900703000020000030018020594650004002,0.3658,3191,3143,0,1.9891,464,596,0,0.1396,48,0,0
89,500100942207400800960000030000030018000608000870040000050000071002007304748001006,0.1327,1156,1107,0,0.9436,220,284,0,0.1549,49,0,0
90,006040200049600000180003000000820006003507900700034000000700052000009710004010800,0.0356,356,303,0,0.4675,106,92,0,0.1800,53,0,0
91,073025000000300005005490801600000350902050107047000008704062900100003000000810470,0.0334,401,353,0,0.7182,173,182,0,0.1550,48,0,0
92,047065000210000040000000029052107000080050070000406230890000000020000063000340190,0.1880,1782,1730,0,1.8422,401,521,0,0.1668,52,0,0
93,208630007006000000007010846000378009809402301300961000612080400000000600500096703,0.0331,430,385,0,0.3605,88,92,0,0.1436,45,0,0
94,800009207000000800725840100100050600008401300004080002001023786009000000302500001,0.0159,182,133,0,0.2130,57,19,0,0.1627,49,0,0
95,041070380003090500000408000000000000300000008900813002490601023030709010056000790,1.2403,11110,11060,0,1.6495,397,528,0,0.1489,50,0,0
96,000020000000608000006000300009000800030704010048209570205030108007861400100000007,15.6012,162725,162673,0,20.3227,4265,7052,0,0.1539,52,0,0
97,005100380410703020703009106057000093000050000690000470509800602030201054041005700,0.0504,479,435,0,0.3899,101,84,0,0.1260,44,0,0
98,000000080016430900000201000800100030200000007040003001000809000008075310020000000,1.5713,13186,13129,0,3.1814,624,987,0,0.2506,71,15,0
99,000048200007030600490700030700205900180000075006301004060004083009050400004620000,0.0135,176,127,0,0.2853,76,38,0,0.1739,53,6,0
100,000000000014070960675000842080604090040010080750203014090148020000000000000902000,0.0920,1342,1292,0,1.6954,361,488,0,0.1756,50,0,0
101,004006070000002035003581000600009000907000803000100004000958700180400000070600900,0.1070,1057,1004,0,1.6610,338,468,0,0.1710,53,0,0
102,000400327002000004700002600008640053540801076190073400007900005400000700659004000,0.1193,1449,1402,0,1.0628,253,290,0,0.2979,91,47,0
103,020504300000090000500001700205016007009080500100250804006700002000060000004902080,0.4830,4926,4874,0,6.9422,1457,2039,0,0.1608,52,0,0
104,000201000008000600100000003010070040000020000070905060002050300609000105000409000,133.5556,1161448,1161390,0,681.6312,134992,211481,0,2.6808,644,631,0
105,430000000002004003507090408000801209090000040305409000208040506700500800000000034,0.7502,8341,8290,0,9.6982,2069,2872,0,0.1572,51,0,0
106,000005070856000120030680040300070800007506200005020006020031080078000369090700000,0.0087,112,63,0,0.2512,65,35,0,0.1629,49,0,0
107,390600071560721039000900000030206148010000060426103050000009000940365012670002094,0.0141,132,91,0,0.2044,63,34,0,0.1202,41,0,0
108,006140000078269050000007039014000065860050043730000890680900000020634570000071900,0.0123,153,109,0,0.3515,92,74,0,0.1304,44,0,0
109,030100900001300804579400310000050231000703000315080000053007129807001400002006080,0.0423,456,411,0,0.5198,129,129,0,0.1307,45,0,0
110,001020607600009000008700005105064300030000060006130209900002100000400006704090500,0.0558,603,552,0,1.0687,237,266,0,0.1658,51,0,0
111,006300700002850000500007016001000072070030040240000500860700005000041300007009600,0.0310,368,316,0,0.4774,111,104,0,0.1670,52,0,0
112,000000000100000280000103960008500006470000058300009700092805000054000001000000000,32.8013,330388,330331,0,432.4272,84637,126458,0,2.3437,502,514,0
113,906300800008040010000805020400020030010000050030090008020906000060050400003008102,0.3776,3288,3235,0,1.1504,231,269,0,0.1652,53,0,0
114,800030050007080324000600000000700200002060400009001000000006000543020800020040007,2.3431,20118,20062,0,7.6799,1498,2334,0,0.5062,125,78,0
115,000000040347002090000934020079050200004106300008020650080269000010800572020000000,0.0568,667,618,0,0.9363,213,244,0,0.1454,49,0,0
116,004209080900000400050003007403000009000040000200000306500900020002000008010608900,31.1966,262184,262128,0,187.6997,38110,60987,0,0.3993,109,59,0
117,209007863680100070400006009806534010000908000050261908500600002060002034932700601,0.0043,50,9,0,0.1345,46,7,0,0.1201,41,0,0
118,006000900050090070090805060000000000568000324200040007030070010004103600000504000,6.4640,61939,61885,0,9.3559,1891,3022,0,0.3298,94,43,0
119,004320000000000270000700000708400009001209500500001803000002000039000000000035400,0.9870,9739,9682,0,17.4280,3515,5133,0,0.4162,109,57,0
120,000000400074800010900670030000010250001302600057080000040061009060009780003000000,0.3794,4134,4081,0,5.0762,1055,1522,0,0.1850,53,0,0
121,060009120850010073107000900200901000040000090000402001002000704790080032013700080,0.0489,462,413,0,0.6109,141,146,0,0.1770,53,5,0
122,004903000070006500000510300500020001002000700600040002003051000005800060000304800,0.3115,2733,2678,0,3.3728,714,990,0,0.1882,55,0,0
123,050010040000306000000000000005030700004080100700509006108040305460000012000901000,14.4721,138193,138138,0,89.4225,18799,28523,0,0.1800,55,0,0
124,057064000080590062000020004900050070134207695070040008800030000360078040000410830,0.0189,193,148,0,0.2926,77,47,0,0.1342,45,0,0
125,000400000020005630034029800071090003003604100800070490002180370016900040000002000,0.0425,418,369,0,0.3013,80,49,0,0.1560,49,0,0
126,079036520500000007302500806100607900900040005007305002704001203200000009091280750,0.0830,784,740,0,0.3344,89,72,0,0.1241,44,0,0
127,590070001002008307017500280070302100100040003003105040036007910904600800700020034,0.0063,72,28,0,0.2060,60,23,0,0.1371,44,0,0
128,306000000090620801041080000000030206900040008602090000000060780708014020000000509,0.0366,390,338,0,0.6199,140,133,0,0.1626,52,0,0
129,094050720501000009207060354000649000902708503000235000743090106800000905059080470,0.0156,179,138,0,0.1575,48,19,0,0.1184,41,0,0
130,072046090001000000086002000000008400800090002005700000000900130000000700090380540,0.3031,2482,2426,0,2.0025,429,547,0,0.1844,56,0,0
131,700300601005080000401700920000408509040020070809605000014002703000010400306007002,0.0192,213,165,0,0.4061,101,84,0,0.1735,53,6,0
132,002034000007600030040000001005803000010050060000702400200000090090005300000920600,0.1765,1781,1725,0,2.0402,435,499,0,0.2840,75,25,0
133,100020006030140980052900400000000160710060058068000000005004620081092030900050001,0.0063,80,32,0,0.1804,52,10,0,0.1534,48,0,0
134,080260010400030905050700000000000106840000052307000000000001070105080004030092080,0.0144,165,112,0,0.4038,95,75,0,0.2079,60,8,0
135,300000004000705000020146090000000000410000036902408105090000080000902000600874001,0.7026,6381,6328,0,1.9358,407,587,0,0.1707,53,0,0
136,009000000070900640020157009008596320003702500057831900400378010032005090000000700,0.0258,364,319,0,0.2536,68,40,0,0.1382,45,0,0
137,200406013130000070005003400309701004000060000600904105006800300020000051890302006,0.1038,920,872,0,1.1457,268,314,0,0.2756,97,52,0
138,000030000690000048107408506000010000002060100001207800300000007028603950710000032,0.1863,1639,1589,0,1.4695,337,470,0,0.3086,93,47,0
139,000030026506420800700500000000000460400000008021000000000005003008067205390040000,2.8900,23520,23465,0,6.2726,1329,1858,0,0.2030,61,7,0
140,000004810000100900000020075610070208000503000309080046780090000001007000024300000,0.0367,502,449,0,0.5684,127,127,0,0.1712,53,0,0
141,100800702002010500680070030000731009097402150400596000020060014001040300703008005,0.0037,48,3,0,0.1476,46,2,0,0.1413,45,0,0
142,000000230300094500854632900019206300086000740003801620002189453005460002048000000,0.0053,71,30,0,0.1475,46,13,0,0.1196,41,0,0
143,080000000709020008000037910000096180503000702091750000024510000900070801000000020,0.3203,3851,3800,0,6.9955,1519,2029,0,0.3734,101,54,0
144,400068005087020030000430090300000600175000923009000004090082000040050870700390002,0.0320,339,290,0,0.3729,96,74,0,0.1582,49,0,0
145,100408009500000003730060081070915040080000050000000000000050000401000807860000015,0.0335,289,235,0,0.5153,121,110,0,0.2286,62,10,0
146,080510000052004000003090850700009010040351080030700009021070400000100590000035020,0.0596,570,520,0,0.7980,189,209,0,0.1995,63,15,0
147,000503090403000062000006004040068057000000000520970040700300000210000708030107000,0.0406,395,342,0,0.4910,117,100,0,0.1873,53,0,0
148,640009008035000067000070090100405000003010900000708003070060000890000340300200059,0.4398,4068,4016,0,0.5795,133,139,0,0.1861,58,8,0
149,006050400003704800200030001160000053000040000507000102000000000000482000050070060,0.1546,1234,1178,0,0.7442,162,171,0,0.2081,56,0,0
150,008500030540007860016408907052000604000060000901000320605109740034600089090003500,0.0063,74,30,0,0.1508,46,10,0,0.1222,44,0,0
151,002490000050000291061000003090030004000809000100040080300000960485000070000015400,0.3957,3522,3469,0,2.3488,471,751,0,0.1685,53,0,0
152,307406108090000040050809060000173000014602830002000900180000023005000400000080000,0.0288,310,259,0,0.6801,155,141,0,0.1793,51,0,0
153,040030100080002365236800700050206800700010006001308050002003649814500070003020080,0.0079,99,55,0,0.1373,44,2,0,0.1346,44,0,0
154,081000060300800102050023008005010020004302600060040800600270030109008007070000280,0.3624,3362,3313,0,3.9743,922,1196,0,0.1472,49,0,0
155,000904003004050190070000000052360000400000002000048750000000010063090400900503000,3.8895,35062,35007,0,42.3039,8775,12772,0,0.5519,145,96,0
156,000408000900000002800206009042107930700030001000809000097000450000000000030010020,1.1711,12766,12711,0,20.5321,4153,5764,0,0.1842,55,0,0
157,102590043530060080009830507000000405913000278804000000705048100040010029320076804,0.0075,89,48,0,0.1844,55,24,0,0.1207,41,0,0
158,302900607001500000600040012000256089005307100830194000260070003000009700103005406,0.0489,546,501,0,0.4338,111,113,0,0.1358,45,0,0
159,009000060680090070200601008001900800052080710004003600500108003030040086020000100,0.3570,3647,3597,0,5.3452,1200,1586,0,0.1993,68,19,0
160,000000000002306800083000560000648000300070009700509004057803410006000200020701050,1.1420,12612,12561,0,6.8304,1442,2232,0,0.1438,51,0,0
161,500800042820309060000050000070102059001000600960705010000080000040501028380004006,0.0693,613,564,0,0.6195,156,165,0,0.2871,87,39,0
162,010000050502700403030908070001309740000060000069107300020501060605003204090000030,0.0443,491,443,0,0.5414,131,118,0,0.1577,48,0,0
163,074203810300600000000007040049000500650040087007000430010700000000006004036401250,0.6374,5797,5747,0,4.2628,955,1383,0,0.3151,84,37,0
164,500000001000704000807000204000348000010000090600000007002109400005070300400020008,5.6493,52892,52836,0,28.1706,5785,8390,0,0.8165,213,172,0
165,060700080490080017000961000009142706041305920307896100000427000950010072010009060,0.0197,197,156,0,0.3911,119,100,0,0.1174,41,0,0
166,005100000080096010000023006019302004032000160500901320800230000090610080000004600,0.0737,757,708,0,1.4749,338,427,0,0.1926,63,16,0
167,000704000004000900030000080010307060009080100800105004200000006007903200408060703,1.0117,11739,11686,0,12.6799,2779,3981,0,0.3179,93,46,0
168,000700900075000420920050030000963008006401300300587000050030062067000580008005000,0.1175,1293,1244,0,1.2513,280,358,0,0.2995,80,33,0
169,048700000000082004000401003035010408070304010204090530100506000400870000000003740,0.1988,2204,2155,0,1.5422,365,430,0,0.1510,49,0,0
170,000260040405003000009005360071040003900508006200010480042100600000800502010052000,0.1102,1104,1055,0,1.2389,311,338,0,0.1819,60,13,0
171,300000081280000640049802700008207300000060000002504800003605420074000068820000003,0.0099,132,84,0,0.3003,77,49,0,0.1578,48,0,0
172,607000531120050890840000006000315000070208050000794000200000015039020087718000603,0.0548,474,429,0,0.2187,61,30,0,0.1335,45,0,0
173,310057068640000072000609000806904100400000007007201306000105000160000054950760081,0.0113,118,73,0,0.1528,47,8,0,0.1355,45,0,0
174,600801005800000002000729000030050040100000007400203001005394600007000300000000000,3.5345,32349,32293,0,27.9724,5341,8433,0,0.1965,56,0,0
175,006050100020308050080000090009106500000080000000925000012000730000732000507010209,0.2683,2513,2461,0,1.3639,304,384,0,0.1689,52,0,0
176,000070200056000890130080040000394000604108302000267000020040039078000620003010000,0.1587,1471,1422,0,2.0554,471,580,0,0.1474,49,0,0
177,215003090000205063000000040086300000400501009000009730050000000370408000040700358,0.0440,395,344,0,0.9212,220,246,0,0.1685,51,0,0
178,004037010700200900059000306400103050900040002020509008803000520002008007040610800,0.0127,136,88,0,0.2055,57,23,0,0.1570,48,0,0
179,000010000805090407000060000020745090500000006370000025000070000009206300067408250,0.2794,3075,3023,0,5.0063,1093,1502,0,0.1657,52,0,0
180,000002980408510000600740050100000760085000390067000002070035009000094806016800000,0.0503,483,434,0,0.2785,73,42,0,0.1615,49,0,0
181,000805000400709003930000086596000172000020000100000005070080010004000900000406000,0.0502,457,402,0,1.1514,250,295,0,0.2421,66,14,0
182,059300800000050009703000102000902008020070030100804000401000206800010000002006580,0.0692,619,567,0,0.7136,166,171,0,0.2893,77,27,0
183,400060907000007400680004000069000000100070005000000730000300012006200000508090004,7.3379,68751,68695,0,40.8591,7459,13196,0,1.1582,268,230,0
184,024600000030708060850200000960001400070080050008500019000002084080406090000009720,0.0220,248,198,0,0.5034,119,107,0,0.1647,50,0,0
185,900400315368700090400300070000108649000000000184907000040003008030004957817002003,0.0161,160,115,0,0.1715,50,18,0,0.1396,45,0,0
186,900001803400005000013000290090002107070000030201500040049000780000100009302700005,0.0916,1126,1075,0,1.7970,382,504,0,0.1712,51,0,0
187,080000004000400109000690000102300400090070010004009605000028000209005000600000050,0.0766,969,913,0,2.3330,473,665,0,0.2781,75,23,0
188,096000000030700024000000510983007000000204000000500187027000000560001070000000940,0.2348,2174,2119,0,3.3183,706,959,0,0.1770,55,0,0
189,217038905000200801380000002400902050600080007050706009800000024902005000701820596,0.0792,744,700,0,1.2565,299,403,0,0.1230,44,0,0
190,031490600000601003906300501090000865600020004843000010304009108100704000009018430,0.0061,70,26,0,0.2006,60,23,0,0.2809,84,42,0
191,301070204040300060207400503000000720700000006036000000609008301010006080804030602,0.0637,537,488,0,0.9219,224,252,0,0.1534,49,0,0
192,200307584680100270370000000900701052000020000420508009000000095012005036539604007,0.0171,158,114,0,0.1660,51,18,0,0.1344,44,0,0
193,003000060689020040000600091000104600020000010007209000290008000060040183030000500,0.0524,606,553,0,0.7541,167,173,0,0.1575,53,0,0
194,014000003060500000300610007057230860000070000036085720600091002000007030500000190,0.0706,620,570,0,0.6721,163,165,0,0.2448,70,21,0
195,090103000040007000005000700032050000100602003000090180001000900000700010000406050,3.3610,31058,31001,0,30.5787,6158,8866,0,0.7356,181,140,0
196,800004002034700590050009060503902080000060000040301907060800030081007250900100006,0.0167,215,167,0,0.4378,106,98,0,0.1583,48,0,0
197,300000001016040280009070300020000010000080000190000047401000506000405000030826090,2.2194,19993,19940,0,2.3229,491,638,0,0.1772,53,0,0
198,000000000590020041400806003004719500109050206000000000000103000060904080071000390,0.1220,1877,1825,0,1.5937,344,486,0,0.1751,52,0,0
199,020000000000063058500000042008010500230070091004080600310000009670950000000000010,0.3291,3724,3670,0,4.7566,983,1358,0,0.2200,67,14,0
200,000000000000008650007695042800540006071030420600021008480752900056400000000000000,0.4115,5256,5206,0,5.6811,1220,1761,0,0.3000,84,39,0
201,000502000900010003000070000640000051003000600090080070006708500037000910500000008,1.3995,13222,13166,0,18.2557,3724,5557,0,9.6110,2187,2341,0
202,000000139400200800800070600000002000056301980000800000008010004003009008569000000,0.5880,5659,5604,0,3.5623,706,1027,0,0.2210,62,8,0
203,087020610100000004000108000000000000000309000300401007008602500020090040060070020,79.9936,707861,707805,0,181.4538,36497,58665,0,0.2740,79,27,0
204,060030040005409200000000000080000060500601004600827009700942006024000780000000000,3.3194,32206,32152,0,39.0321,7762,12926,0,0.5807,148,105,0
205,060420001030806040000000860700010400003000500004080003027000000090502080300061090,1.4421,12721,12668,0,9.6115,2002,3082,0,0.5833,145,101,0
206,007003050305007900080010063520070000006401500000050074250040080008700102030900600,0.1100,1088,1039,0,0.8689,193,245,0,0.1452,49,0,0
207,000200301300690005400003070040009020009426500060700080020300009900071008607002000,0.0279,254,204,0,0.4104,105,89,0,0.1814,57,8,0
208,500040672701002000300800090010000800400030009006000050080001005000700908259080001,0.1035,935,883,0,1.1301,250,323,0,0.1743,52,0,0
209,100690003060000940093240700000000108609010407702000000001029650027000090900031002,0.0120,159,111,0,0.2721,70,41,0,0.1547,48,0,0
210,605970082907000500083000479000103008100040005300506000436000920009000703750092804,0.0077,96,52,0,0.1662,49,16,0,0.1267,44,0,0
211,900400872703980000800050030000000043045000960370000000090060001000027304237009006,0.0391,386,337,0,0.6027,145,146,0,0.1591,49,0,0
212,030004906740003000058001000860309004000000000200708013000100460000400079409600030,0.1237,1172,1121,0,0.7212,168,173,0,0.1756,51,0,0
